類別,建築物名稱,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,大樓,WYA01347,玉泉里,臺北市大同區環河北路一段77號,"25.052903,121.507463",1,135,大同分局,
一般住宅,大樓,WYA01350,玉泉里,臺北市大同區環河北路一段97號,"25.053197,121.507628",1,222,大同分局,
一般住宅,大樓,WYA01379,玉泉里,臺北市大同區塔城街30號,"25.051169,121.510288",1,3210,大同分局,
一般住宅,大樓,WYA01494,玉泉里,臺北市大同區長安西路322號,"25.051966,121.51147",1,165,大同分局,
一般住宅,延平臻品大廈,WYA01584,玉泉里,臺北市大同區延平北路一段66巷16號,"25.05152,121.511399",1,36,大同分局,
一般住宅,大樓,WYA01662,玉泉里,臺北市大同區鄭州路101號,"25.0502045,121.5115913",1,849,大同分局,
一般住宅,麗盛南京,WYA01664,玉泉里,臺北市大同區南京西路446號,"25.053572,121.508362",1,452,大同分局,
一般住宅,大樓,WYA00666,光能里,臺北市大同區南京西路61號,"25.053082,121.519132",1,234,大同分局,
一般住宅,公寓,WYA00667,光能里,臺北市大同區赤峰街3巷20、22號,"25.053151,121.520162",1,151,大同分局,
一般住宅,公寓,WYA00668,光能里,臺北市大同區赤峰街27號,"25.054105,121.519354",1,113,大同分局,
一般住宅,公寓,WYA00669,光能里,臺北市大同區赤峰街3巷1號,"25.053439,121.519361",1,58,大同分局,
一般住宅,公寓,WYA00670,光能里,臺北市大同區赤峰街3巷3弄2號,"25.053491,121.519454",1,47,大同分局,
一般住宅,公寓,WYA00671,光能里,臺北市大同區赤峰街3巷3弄6-1號,"25.053573,121.519505",1,74,大同分局,
一般住宅,公寓,WYA00672,光能里,臺北市大同區赤峰街17巷25號,"25.053677,121.520191",1,116,大同分局,
一般住宅,公寓,WYA00673,光能里,臺北市大同區赤峰街3巷28號,"25.05318,121.520105",1,74,大同分局,
一般住宅,公寓,WYA00674,光能里,臺北市大同區赤峰街3巷26號,"25.053191,121.520058",1,76,大同分局,
一般住宅,公寓,WYA00675,光能里,臺北市大同區赤峰街3巷24號,"25.053207,121.51999",1,75,大同分局,
一般住宅,公寓,WYA00676,光能里,臺北市大同區赤峰街35巷5號,"25.054587,121.520073",1,195,大同分局,
一般住宅,公寓,WYA00677,光能里,臺北市大同區赤峰街35巷16.18號,"25.054435,121.520239",1,132,大同分局,
一般住宅,公寓,WYA00678,光能里,臺北市大同區赤峰街35巷12號,"25.054478,121.519906",1,48,大同分局,
一般住宅,公寓,WYA00679,光能里,臺北市大同區赤峰街33巷9號,"25.054164,121.519906",1,106,大同分局,
一般住宅,大樓,WYA00680,光能里,臺北市大同區承德路二段1巷8號,"25.053616,121.518279",1,117,大同分局,
一般住宅,公寓,WYA00681,光能里,臺北市大同區承德路二段1巷30號,"25.053481,121.518853",1,78,大同分局,
一般住宅,公寓,WYA00682,光能里,臺北市大同區承德路二段1巷31號,"25.053509,121.519037",1,65,大同分局,
一般住宅,公寓,WYA00684,光能里,臺北市大同區南京西路25巷18-4號,"25.054766,121.520332",1,61,大同分局,
一般住宅,公寓,WYA00686,光能里,臺北市大同區赤峰街44巷10號,"25.057009,121.519493",1,234,大同分局,
一般住宅,大樓,WYA00687,光能里,臺北市大同區民生西路138號,"25.05731,121.518885",1,155,大同分局,
一般住宅,大樓,WYA00688,光能里,臺北市大同區民生西路118號,"25.057372,121.519391",1,131,大同分局,
一般住宅,大樓,WYA00690,光能里,臺北市大同區承德路二段55號,"25.055365,121.518393",1,105,大同分局,
一般住宅,大樓,WYA00691,光能里,臺北市大同區承德路二段53巷5號,"25.05536,121.518698",1,216,大同分局,
一般住宅,公寓,WYA00692,光能里,臺北市大同區承德路二段53巷1號,"25.055356,121.518601",1,45,大同分局,
一般住宅,公寓,WYA00693,光能里,臺北市大同區承德路二段63巷12號,"25.055582,121.518797",1,55,大同分局,
一般住宅,公寓,WYA00694,光能里,臺北市大同區承德路二段53巷8號,"25.055275,121.518647",1,127,大同分局,
一般住宅,雙連極緻社區,WYA00695,光能里,臺北市大同區承德路二段91巷30號,"25.056162,121.519071",2,172,大同分局,
一般住宅,公寓,WYA00696,光能里,臺北市大同區赤峰街12巷7號,"25.054932,121.519341",1,63,大同分局,
一般住宅,公寓,WYA00697,光能里,臺北市大同區赤峰街71巷13號,"25.056677,121.520022",1,170,大同分局,
一般住宅,公寓,WYA00698,光能里,臺北市大同區赤峰街71巷8號,"25.056592,121.519937",1,71,大同分局,
一般住宅,公寓,WYA00699,光能里,臺北市大同區赤峰街71巷5號,"25.056725,121.5199",1,44,大同分局,
一般住宅,公寓,WYA00700,光能里,臺北市大同區赤峰街77巷7號,"25.057092,121.519974",1,79,大同分局,
一般住宅,公寓,WYA00701,光能里,臺北市大同區赤峰街77巷11號,"25.057095,121.520123",1,45,大同分局,
一般住宅,公寓,WYA00702,光能里,臺北市大同區赤峰街77巷17號,"25.057098,121.520273",1,40,大同分局,
一般住宅,公寓,WYA00703,光能里,臺北市大同區赤峰街77巷13號,"25.057096,121.520165",1,72,大同分局,
一般住宅,公寓,WYA00704,光能里,臺北市大同區赤峰街77巷15號,"25.057096,121.520219",1,65,大同分局,
一般住宅,大樓,WYA00705,光能里,臺北市大同區民生西路74號,"25.057487,121.520443",1,265,大同分局,
一般住宅,大樓,WYA00706,光能里,臺北市大同區民生西路96號,"25.05743,121.519943",1,182,大同分局,
一般住宅,公寓,WYA00707,光能里,臺北市大同區民生西路92號,"25.057435,121.519997",1,95,大同分局,
一般住宅,大樓,WYA00708,光能里,臺北市大同區民生西路100-102號,"25.057417,121.519836",1,170,大同分局,
一般住宅,公寓,WYA00709,光能里,臺北市大同區南京西路25巷18-6號,"25.055136,121.520356",1,78,大同分局,
一般住宅,大樓,WYA00710,光能里,臺北市大同區赤峰街53巷12號,"25.056104,121.520006",1,295,大同分局,
一般住宅,公寓,WYA00711,光能里,臺北市大同區赤峰街53巷20號,"25.056107,121.52023",1,144,大同分局,
一般住宅,公寓,WYA00712,光能里,臺北市大同區赤峰街47巷13號,"25.055332,121.520022",1,67,大同分局,
一般住宅,公寓,WYA00713,光能里,臺北市大同區赤峰街47巷15號,"25.05533,121.520058",1,148,大同分局,
一般住宅,大樓,WYA00714,光能里,臺北市大同區赤峰街47巷19號,"25.055325,121.52018",1,273,大同分局,
一般住宅,公寓,WYA00715,光能里,臺北市大同區赤峰街47巷6號,"25.05525,121.519792",1,76,大同分局,
一般住宅,大樓,WYA01402,光能里,臺北市大同區承德路二段75巷20號,"25.055738,121.519043",1,183,大同分局,
一般住宅,大樓,WYA01447,光能里,臺北市大同區承德路二段75巷15號,"25.056059,121.518975",1,530,大同分局,
一般住宅,大樓,WYA01451,光能里,臺北市大同區赤峰街71巷5號,"25.056725,121.5199",1,254,大同分局,
一般住宅,潤泰中山京鑽,WYA01464,光能里,臺北市大同區南京西路29號,"25.052848,121.520073",1,836,大同分局,
一般住宅,大樓,WYA01470,光能里,臺北市大同區南京西路25巷38號,"25.056877,121.520438",1,159,大同分局,
一般住宅,大樓,WYA01480,光能里,臺北市大同區赤峰街3巷13號,"25.053345,121.519805",1,102,大同分局,
一般住宅,公寓,WYA01499,光能里,臺北市大同區赤峰街77巷18號,"25.056999,121.520236",1,97,大同分局,
一般住宅,大樓,WYA01509,光能里,臺北市大同區南京西路25巷32號,"25.056785,121.520433",1,177,大同分局,
一般住宅,大樓,WYA01524,光能里,臺北市大同區承德路二段129巷28號,"25.05703,121.519195",1,255,大同分局,
一般住宅,公寓,WYA01558,光能里,臺北市大同區赤峰街25號、,"25.054031,121.519356",1、2,111,大同分局,
一般住宅,樂揚千里大樓,WYA01581,光能里,臺北市大同區民生西路110號,"25.057397,121.519596",1,324,大同分局,
一般住宅,森冠大樓A棟,WYA01582,光能里,臺北市大同區赤峰街35號,"25.054456,121.519535",1,540,大同分局,
一般住宅,中山文華,WYA01611,光能里,臺北市大同區承德路二段65號,"25.055575,121.518396",1,690,大同分局,
一般住宅,中山綻A棟,WYA01624,光能里,臺北市大同區南京西路57號,"25.053083,121.519354",1、2,1019,大同分局,
一般住宅,大樓,WYA01640,光能里,臺北市大同區赤峰街75號,"25.056889,121.519761",1,76,大同分局,
一般住宅,大樓,WYA01653,光能里,臺北市大同區承德路二段109巷2號,"25.056887,121.518399",1,527,大同分局,
一般住宅,品道城,WYA01655,光能里,臺北市大同區承德路二段109巷1號,"25.05676,121.5185",1,527,大同分局,
一般住宅,建成綜合大樓,WYA01660,光能里,臺北市大同區承德路二段33號,"25.0546143,121.5184744",1,450,大同分局,
一般住宅,大樓,WYA00377,老師里,臺北市大同區哈密街155號,"25.072946,121.512912",1,431,大同分局,
一般住宅,大樓,WYA00378,老師里,臺北市大同區哈密街160-170號,"25.072807,121.513037",1,177,大同分局,
一般住宅,大樓,WYA00379,老師里,臺北市大同區哈密街154號,"25.072814,121.513181",1,413,大同分局,
一般住宅,公寓,WYA00381,老師里,臺北市大同區哈密街151號,"25.072949,121.513013",1,27,大同分局,
一般住宅,大樓,WYA00383,老師里,臺北市大同區哈密街144號,"25.072823,121.513382",1,110,大同分局,
一般住宅,大樓,WYA00385,老師里,臺北市大同區哈密街141號,"25.072962,121.513293",1,438,大同分局,
一般住宅,大樓,WYA00386,老師里,臺北市大同區哈密街161號,"25.072939,121.512791",1,433,大同分局,
一般住宅,大樓,WYA00387,老師里,臺北市大同區哈密街167號,"25.0728,121.512901",1,205,大同分局,
一般住宅,大樓,WYA00388,老師里,臺北市大同區重慶北路三段278-2號,"25.072758,121.513595",1,252,大同分局,
一般住宅,公寓,WYA00389,老師里,臺北市大同區重慶北路三段278-1號,"25.072609,121.513591",1,82,大同分局,
一般住宅,大樓,WYA00390,老師里,臺北市大同區重慶北路三段276號,"25.072239,121.513593",1,628,大同分局,
一般住宅,大樓,WYA00391,老師里,臺北市大同區重慶北路三段296巷5弄1號,"25.073772,121.513274",1,313,大同分局,
一般住宅,大樓,WYA00393,老師里,臺北市大同區重慶北路三段296巷12號,"25.073519,121.513102",1,157,大同分局,
一般住宅,公寓,WYA00394,老師里,臺北市大同區重慶北路三段296巷16號,"25.073516,121.512964",1,74,大同分局,
一般住宅,大樓,WYA00395,老師里,臺北市大同區重慶北路三段296巷7號,"25.073626,121.513159",1,200,大同分局,
一般住宅,公寓,WYA00398,老師里,臺北市大同區重慶北路三段296巷6號,"25.073512,121.513328",1,65,大同分局,
一般住宅,公寓,WYA00400,老師里,臺北市大同區迪化街二段291號,"25.073301,121.51281",1,90,大同分局,
一般住宅,公寓,WYA00401,老師里,臺北市大同區迪化街二段307號,"25.073815,121.512686",1,95,大同分局,
一般住宅,大樓,WYA00403,老師里,臺北市大同區酒泉街213-215號,"25.072247,121.511551",1,123,大同分局,
一般住宅,公寓,WYA00405,老師里,臺北市大同區迪化街二段340號,"25.072478,121.512612",1,46,大同分局,
一般住宅,公寓,WYA00411,老師里,臺北市大同區迪化街二段364巷2號,"25.072962,121.512538",1,103,大同分局,
一般住宅,公寓,WYA00413,老師里,臺北市大同區迪化街二段366號,"25.07307,121.512655",1,101,大同分局,
一般住宅,公寓,WYA00414,老師里,臺北市大同區迪化街二段364巷23號,"25.073074,121.511975",1,107,大同分局,
一般住宅,公寓,WYA00415,老師里,臺北市大同區迪化街二段364巷27號,"25.073046,121.511777",1,90,大同分局,
一般住宅,大樓,WYA00417,老師里,臺北市大同區迪化街二段404號,"25.073709,121.512349",1,431,大同分局,
一般住宅,大樓,WYA00418,老師里,臺北市大同區迪化街二段420-1號,"25.074045,121.511922",1,228,大同分局,
一般住宅,大樓,WYA00419,老師里,臺北市大同區延平北路四段157號,"25.073104,121.511394",1,221,大同分局,
一般住宅,公寓,WYA00422,老師里,臺北市大同區延平北路四段235巷3號-4,"25.07592,121.512587",1,97,大同分局,
一般住宅,大樓,WYA00423,老師里,臺北市大同區敦煌路160-170號,"25.07645,121.512786",1,434,大同分局,
一般住宅,大樓,WYA00424,老師里,臺北市大同區重慶北路三段334巷2號,"25.075786,121.513405",1,235,大同分局,
一般住宅,大樓,WYA00425,老師里,臺北市大同區敦煌路125號,"25.076635,121.51285",1,374,大同分局,
一般住宅,大樓,WYA00426,老師里,臺北市大同區重慶北路三段338號,"25.076069,121.513653",1,358,大同分局,
一般住宅,大樓,WYA00429,老師里,臺北市大同區重慶北路三段320-1號,"25.075367,121.513547",1,1013,大同分局,
一般住宅,大樓,WYA00431,老師里,臺北市大同區重慶北路三段340號,"25.076177,121.513645",1,628,大同分局,
一般住宅,大樓,WYA00432,老師里,臺北市大同區延平北路四段243-1-號,"25.076301,121.512112",1,257,大同分局,
一般住宅,大樓,WYA00433,老師里,臺北市大同區重慶北路三段334巷15弄1號,"25.075939,121.513046",1,390,大同分局,
一般住宅,大樓,WYA00434,老師里,臺北市大同區重慶北路三段334巷3號,"25.075918,121.513481",1,221,大同分局,
一般住宅,大樓,WYA00435,老師里,臺北市大同區重慶北路三段334巷14號,"25.075793,121.513081",1,166,大同分局,
一般住宅,大樓,WYA00436,老師里,臺北市大同區重慶北路三段334巷7號,"25.075932,121.513301",1,131,大同分局,
一般住宅,大樓,WYA00477,老師里,臺北市大同區延平北路四段294巷1號,"25.0774,121.510976",1,391,大同分局,
一般住宅,大樓,WYA00478,老師里,臺北市大同區延平北路四段282巷19弄1號,"25.077127,121.511208",1,221,大同分局,
一般住宅,公寓,WYA00479,老師里,臺北市大同區延平北路四段282巷48號,"25.077064,121.510339",1,87,大同分局,
一般住宅,公寓,WYA00480,老師里,臺北市大同區延平北路四段282巷13號,"25.077055,121.511439",1,71,大同分局,
一般住宅,大樓,WYA00481,老師里,臺北市大同區敦煌路23號,"25.075216,121.519569",1,258,大同分局,
一般住宅,大樓,WYA00482,老師里,臺北市大同區敦煌路199號,"25.076854,121.509917",1,166,大同分局,
一般住宅,大樓,WYA00483,老師里,臺北市大同區敦煌路191號,"25.076744,121.510289",1,168,大同分局,
一般住宅,大樓,WYA01396,老師里,臺北市大同區延平北路四段282巷55號,"25.077189,121.51024",1,186,大同分局,
一般住宅,大樓,WYA01399,老師里,臺北市大同區迪化街二段382號,"25.073381,121.512533",1,286,大同分局,
一般住宅,青庭,WYA01437,老師里,臺北市大同區重慶北路三段312巷18號,"25.07402,121.51304",1,284,大同分局,
一般住宅,慶圓山社區,WYA01548,老師里,臺北市大同區酒泉街201號,"25.072237,121.511822",1,152,大同分局,
一般住宅,大樓,WYA01598,老師里,臺北市大同區延平北路四段294巷15號,"25.077541,121.509662",1,344,大同分局,
一般住宅,大樓,WYA01607,老師里,臺北市大同區延平北路四段237號,"25.076049,121.512078",1,140,大同分局,
一般住宅,圓山馥境社區A棟,WYA01643,老師里,臺北市大同區敦煌路197-1號,"25.076824,121.510015",1,181,大同分局,
一般住宅,大樓,WYA00287,至聖里,臺北市大同區承德路三段208巷31號,"25.070755,121.517223",1,401,大同分局,
