類別,建築物名稱,電腦編號,里別,座落,緯度,經度,新計算容量,轄管分局
"一般住宅","公寓","FMA00449","水田里","新竹市北區水田里16鄰經國路2段72號","24.8125971","120.965046","858","第一分局"
"一般住宅","公寓","FMA00450","民富里","新竹市北區民富里西大路553號","24.8070975","120.9614905","24","第一分局"
"一般住宅","全茂興事業","FMA00453","文雅里","新竹市北區文雅里竹光路124巷49弄14號","24.8130187","120.9587569","96","第一分局"
"一般住宅","公寓","FMA00454","中興里","新竹市北區中興里北門街69號","24.806495","120.965619","20","第一分局"
"一般住宅","公寓","FMA00455","文雅里","新竹市北區文雅里竹光路69號-B1","24.813636","120.960412","23","第一分局"
"一般住宅","公寓","FMA00456","文雅里","新竹市北區文雅里竹光路67號-B1","24.8136721","120.960456","23","第一分局"
"一般住宅","公寓","FMA00457","水田里","新竹市北區水田里經國路二段1號-B1","24.8135204","120.9673937","140","第一分局"
"一般住宅","公寓","FMA00458","文雅里","新竹市北區文雅里竹光路75號B1","24.813527","120.960287","23","第一分局"
"一般住宅","公寓","FMA00459","水田里","新竹市北區水田里水田街86.88號","24.8140413","120.9664208","181","第一分局"
"一般住宅","公寓","FMA00460","文雅里","新竹市北區文雅里竹光路42號","24.8145893","120.960742","28","第一分局"
"一般住宅","大樓","FMA00461","新雅里","新竹市北區新雅里和平路87-89號","24.8085773","120.9554211","54","第一分局"
"一般住宅","公寓","FMA00462","民富里","新竹市北區民富里經國路2段350巷5弄7-11號","24.8078883","120.9580956","72","第一分局"
"一般住宅","公寓","FMA00463","民富里","新竹市北區民富里少年街51號","24.8062135","120.9590576","168","第一分局"
"一般住宅","公寓","FMA00464","大同里","新竹市北區大同里中正路121號","24.8079157","120.9675051","21","第一分局"
"一般住宅","新復珍","FMA00466","中山里","新竹市北區中山里北門街6號-B1","24.8048768","120.9661909","523","第一分局"
"公有建築物","新竹市稅捐處","FMA00467","大同里","新竹市北區大同里中正路120號","24.8067131","120.9688414","245","第一分局"
"公有建築物","新竹林區管理處","FMA00468","大同里","新竹市北區大同里中山路2號-B1","24.80664","120.968283","50","第一分局"
"一般住宅","公寓","FMA00469","大同里","新竹市北區大同里世界街5號B2","24.8106442","120.972373","268","第一分局"
"一般住宅","荷蘭村社區","FMA00472","湳中里","新竹市北區湳中里10鄰武陵路173-3號B1","24.8211193","120.9683786","26627","第一分局"
"一般住宅","田記烤鴨店","FMA00475","民富里","新竹市北區民富里西大路563號B1","24.8092586","120.9598832","25","第一分局"
"供公眾使用建築物","天主教會新竹教區","FMA00477","水田里","新竹市北區水田里中正路156號","24.8093802","120.9666626","27","第一分局"
"一般住宅","公寓","FMA00478","文雅里","新竹市北區文雅里中正路333號","24.8143181","120.962308","28","第一分局"
"一般住宅","公寓","FMA00479","水田里","新竹市北區水田里經國路2段43號","24.8129892","120.9665391","23","第一分局"
"公有建築物","新竹市文化局演藝廳","FMA00481","水田里","新竹市北區水田里東大路二段17號B1","24.8114316","120.9680032","1962","第一分局"
"一般住宅","公寓","FMA00482","北門里","新竹市北區北門里北門街137號","24.8166128","120.9645396","8","第一分局"
"一般住宅","公寓","FMA00484","水田里","新竹市北區水田里中正路240號-B2","24.8112558","120.9651889","565","第一分局"
"一般住宅","公寓","FMA00485","中興里","新竹市北區中興里北門街72號","24.8065","120.966078","8","第一分局"
"一般住宅","公寓","FMA00486","中興里","新竹市北區中興里北門街102號","24.8072456","120.9657641","15","第一分局"
"一般住宅","公寓","FMA00487","中興里","新竹市北區中興里北門街113號","24.8074515","120.9652926","17","第一分局"
"一般住宅","公寓","FMA00488","中興里","新竹市北區中興里北門街134號","24.807761","120.9654223","8","第一分局"
"供公眾使用建築物","磐石高中-百德樓","FMA00490","磐石里","新竹市北區磐石里11鄰西大路683號B1","24.8108931","120.9569043","83","第一分局"
"一般住宅","公寓","FMA00492","民富里","新竹市北區民富里經國路2段420-422號-B1","24.8069167","120.9564154","40","第一分局"
"公有建築物","北門國小","FMA00493","水田里","新竹市北區水田里14鄰水田街33號B1","24.8136744","120.9657959","163","第一分局"
"一般住宅","公寓","FMA00495","北門里","新竹市北區北門里4鄰中正路175號之6","24.8097273","120.9656098","1106","第一分局"
"一般住宅","公寓","FMA00496","中興里","新竹市北區中興里大同路175-77號B1","24.807347","120.9665807","14","第一分局"
"公有建築物","民富國小","FMA00497","民富里","新竹市北區民富里1鄰西大路561號B1","24.8084309","120.9605035","147","第一分局"
"一般住宅","公寓","FMA00500","民富里","新竹市北區民富里經國路2段249號-B1","24.8100557","120.9619662","42","第一分局"
"一般住宅","公寓","FMA00501","北門里","新竹市北區北門里中正路295號","24.8100608","120.9619742","6","第一分局"
"供公眾使用建築物","基督教浸信會","FMA00502","北門里","新竹市北區北門里北大路202號B1","24.8084954","120.9656749","266","第一分局"
"一般住宅","大樓","FMA00503","新民里","新竹市北區新民里民富街125號B1","24.8081102","120.9617523","48","第一分局"
"一般住宅","大樓","FMA00504","民富里","新竹市北區民富里經國路2段236號B1","24.809895","120.960785","288","第一分局"
"一般住宅","公寓","FMA00505","民富里","新竹市北區民富里經國路2段266號","24.8093461","120.9600871","24","第一分局"
"一般住宅","公寓","FMA00506","民富里","新竹市北區民富里少年街29-1號","24.805986","120.960216","105","第一分局"
"一般住宅","公寓","FMA00507","民富里","新竹市北區民富里少年街29號","24.805986","120.960216","90","第一分局"
"一般住宅","公寓","FMA00508","中興里","新竹市北區中興里北門街124號B1","24.807667","120.965853","345","第一分局"
"一般住宅","大樓","FMA00509","民富里","新竹市北區民富里經國路2段250號","24.809582","120.960478","882","第一分局"
"公有建築物","民富國小","FMA00511","民富里","新竹市北區民富里1鄰西大路561號B1","24.8084309","120.9605035","160","第一分局"
"一般住宅","公寓","FMA00512","民富里","新竹市北區民富里經國路2段253號B1","24.8100221","120.9619061","86","第一分局"
"一般住宅","公寓","FMA00515","民富里","新竹市北區民富里經國路2段350巷5弄1-5號","24.8078883","120.9580956","104","第一分局"
"一般住宅","養鍋-火鍋店","FMA00516","大同里","新竹市北區大同里中正路117號B1","24.8077812","120.9675752","14","第一分局"
"一般住宅","公寓","FMA00517","中興里","新竹市北區中興里北門街21號B1","24.8054291","120.965752","7","第一分局"
"一般住宅","公寓","FMA00519","民富里","新竹市北區民富里少年街23號B1","24.8059601","120.9603079","60","第一分局"
"一般住宅","公寓","FMA00520","中山里","新竹市北區中山里中山路47號B1","24.8052088","120.9667295","23","第一分局"
"一般住宅","公寓","FMA00521","民富里","新竹市北區民富里西大路599巷1弄13號","24.8093766","120.9593804","78","第一分局"
"一般住宅","公寓","FMA00523","大同里","新竹市北區大同里世界街12巷6-10號","24.806781","120.9674643","145","第一分局"
"一般住宅","公寓","FMA00524","民富里","新竹市北區民富里少年街19號B1","24.8058008","120.9604678","92","第一分局"
"一般住宅","公寓","FMA00525","中山里","新竹市北區中山里中山路51號B1","24.8051672","120.9666793","22","第一分局"
"一般住宅","公寓","FMA00526","民富里","新竹市北區民富里經國路2段356號","24.8052088","120.9667295","31","第一分局"
"一般住宅","公寓","FMA00527","民富里","新竹市北區民富里民富街178巷11弄19號B1","24.8067305","120.9584028","218","第一分局"
"一般住宅","大樓","FMA00528","民富里","新竹市北區民富里經國路2段218巷12弄1號","24.8052088","120.9667295","307","第一分局"
"一般住宅","公寓","FMA00529","大同里","新竹市北區大同里中正路115號","24.8058008","120.9604678","60","第一分局"
"一般住宅","公寓","FMA00530","民富里","新竹市北區民富里經國路2段391號","24.8075871","120.9580404","27","第一分局"
"供公眾使用建築物","台泥新竹辦事處","FMA00531","大同里","新竹市北區大同里中正路109號B1","24.8073998","120.9677455","30","第一分局"
"一般住宅","森美牙醫","FMA00532","大同里","新竹市北區大同里中正路111號","24.8058008","120.9604678","50","第一分局"
"一般住宅","公寓","FMA00533","磐石里","新竹市北區磐石里和平路194-198號B1","24.8117598","120.954803","105","第一分局"
"一般住宅","大樓","FMA00534","民富里","新竹市北區民富里民富街177號","24.806609","120.9593597","250","第一分局"
"公有建築物","民富國小","FMA00535","民富里","新竹市北區民富里1鄰西大路561號B1","24.8084309","120.9605035","352","第一分局"
"公有建築物","新竹市議會","FMA00536","大同里","新竹市北區大同里中正路124號","24.8058008","120.9604678","333","第一分局"
"一般住宅","公寓","FMA00537","新民里","新竹市北區新民里西大路582巷10號","24.8070061","120.9625336","57","第一分局"
"一般住宅","公寓","FMA00538","民富里","新竹市北區民富里經國路2段376號","24.807701","120.957298","113","第一分局"
"一般住宅","公寓","FMA00539","水田里","新竹市北區水田里水田街32號","24.812167","120.9658019","21","第一分局"
"一般住宅","公寓","FMA00540","中興里","新竹市北區中興里長安街76號B1","24.8068796","120.9654044","41","第一分局"
"一般住宅","公寓","FMA00542","民富里","新竹市北區民富里民富街178巷2弄1-5號B1","24.8067036","120.9591253","108","第一分局"
"一般住宅","公寓","FMA00545","民富里","新竹市北區民富里經國路2段233號-B1","24.8084309","120.9605035","35","第一分局"
"一般住宅","公寓","FMA00546","中興里","新竹市北區中興里北門街70號B1","24.8064578","120.9660882","27","第一分局"
"一般住宅","公寓","FMA00547","中興里","新竹市北區中興里長安街26號B1","24.8055941","120.965658","84","第一分局"
"一般住宅","公寓","FMA00548","水田里","新竹市北區水田里中正路404號","24.8149897","120.962333","27","第一分局"
"供公眾使用建築物","金長和水仙文教大樓","FMA00549","長和里","新竹市北區長和里城北街3號B1","24.8088057","120.9647835","477","第一分局"
"一般住宅","公寓","FMA00550","民富里","新竹市北區民富里經國路2段312號","24.8088092","120.9592158","47","第一分局"
"一般住宅","陳吳坤骨科診所","FMA00551","水田里","新竹市北區水田里經國路二段16號B1","24.8138151","120.966858","231","第一分局"
"一般住宅","公寓","FMA00552","民富里","新竹市北區民富里經國路2段420號","24.8069827","120.956348","40","第一分局"
"一般住宅","公寓","FMA00553","大同里","新竹市北區大同里大同路232號B1","24.8083594","120.9660959","117","第一分局"
"一般住宅","公寓","FMA00554","民富里","新竹市北區民富里經國路2段292號","24.8088797","120.959304","28","第一分局"
"一般住宅","公寓","FMA00555","新民里","新竹市北區新民里北大路262號B1","24.807628","120.964051","101","第一分局"
"一般住宅","大樓","FMA00556","新民里","新竹市北區新民里西大路582巷15弄30-48號","24.8077941","120.9621258","644","第一分局"
"一般住宅","公寓","FMA00557","民富里","新竹市北區民富里經國路2段422-428號","24.8069167","120.9564154","78","第一分局"
"一般住宅","大樓","FMA00558","磐石里","新竹市北區磐石里竹光路184巷37號之7B1","24.8126756","120.9568205","130","第一分局"
"一般住宅","公寓","FMA00559","新民里","新竹市北區新民里仁德街85號B1","24.8078804","120.9628594","33","第一分局"
"一般住宅","公寓","FMA00560","水田里","新竹市北區水田里經國路2段47-57號","24.8130299","120.9664179","191","第一分局"
"一般住宅","公寓","FMA00561","北門里","新竹市北區北門里4鄰中正路155號","24.809225","120.9663288","13","第一分局"
"一般住宅","公寓","FMA00562","北門里","新竹市北區北門里中正路175號之3","24.8097273","120.9656098","312","第一分局"
