類別,建築物名稱,電腦編號,里別,座落,緯度,經度,新計算容量,轄管分局
"公有建築物","聖經書院","FOA00352","新光里","新竹市東區新光里4鄰高峰路56號","24.7926484","120.973314","570","第三分局"
"公有建築物","食品工業研究所","FOA00353","新光里","新竹市東區新光里1鄰食品路331號","24.7934621","120.97083","84","第三分局"
"公有建築物","食品工業研究所","FOA00354","新光里","新竹市東區新光里1鄰食品路331號","24.7945884","120.9722759","484","第三分局"
"一般住宅","公寓","FOA00355","新光里","新竹市東區新光里食品路365-369號","24.793717","120.9697045","66","第三分局"
"一般住宅","公寓","FOA00356","新光里","新竹市東區新光里1鄰明湖路131巷3號","24.7935382","120.9685655","142","第三分局"
"一般住宅","大樓","FOA00358","柴橋里","新竹市東區柴橋里13鄰柴橋路138號","24.7699901","120.9660536","253","第三分局"
"一般住宅","大樓","FOA00359","柴橋里","新竹市東區柴橋里19鄰柴橋路59巷70號","24.7713461","120.9659386","867","第三分局"
"一般住宅","煙波儷舍","FOA00360","柴橋里","新竹市東區柴橋里19鄰柴橋路59巷70號B1","24.7713461","120.9659386","1791","第三分局"
"一般住宅","大樓","FOA00361","明湖里","新竹市東區明湖里8鄰明湖路1050巷55號","24.7656255","120.9782304","421","第三分局"
"一般住宅","大樓","FOA00362","湖濱里","新竹市東區湖濱里1鄰明湖路446-1號","24.7841092","120.9674687","526","第三分局"
"一般住宅","公寓","FOA00363","湖濱里","新竹市東區湖濱里1鄰明湖路410號","24.7851611","120.9674422","97","第三分局"
"一般住宅","公寓","FOA00364","湖濱里","新竹市東區湖濱里1鄰明湖路442號","24.7842506","120.9674139","16","第三分局"
"一般住宅","公寓","FOA00365","湖濱里","新竹市東區湖濱里1鄰明湖路422號","24.7848286","120.9674322","91","第三分局"
"一般住宅","公寓","FOA00366","湖濱里","新竹市東區湖濱里7鄰明湖路442巷28-30號","24.7842506","120.9674139","86","第三分局"
"一般住宅","公寓","FOA00367","湖濱里","新竹市東區湖濱里1鄰明湖路416號","24.7849697","120.9675163","44","第三分局"
"一般住宅","大樓","FOA00368","高峰里","新竹市東區高峰里11鄰高峰路1號","24.7941605","120.9728639","101","第三分局"
"一般住宅","大樓","FOA00369","高峰里","新竹市東區高峰里11鄰高峰路35號","24.7934653","120.973144","634","第三分局"
"供公眾使用建築物","天主堂修女院","FOA00371","高峰里","新竹市東區高峰里12鄰高峰路111號","24.7918771","120.9738732","27","第三分局"
"供公眾使用建築物","天主堂修女院","FOA00372","高峰里","新竹市東區高峰里12鄰高峰路111號","24.7918771","120.9738732","83","第三分局"
"一般住宅","公寓","FOA00373","高峰里","新竹市東區高峰里11鄰高峰路55巷4號","24.7929218","120.9737954","45","第三分局"
"一般住宅","大樓","FOA00374","光鎮里","新竹市東區光鎮里3鄰南大路573-1號","24.7891158","120.9665176","72","第三分局"
"一般住宅","大樓","FOA00375","光鎮里","新竹市東區光鎮里15鄰南大路523-3號","24.7916305","120.9640903","472","第三分局"
"一般住宅","大樓","FOA00376","光鎮里","新竹市東區光鎮里14鄰南大路545號B1","24.7910868","120.9646186","1156","第三分局"
"一般住宅","民宅","FOA00378","光鎮里","新竹市東區光鎮里13鄰南大路537巷18號","24.7913791","120.9658684","298","第三分局"
"一般住宅","公寓","FOA00379","光鎮里","新竹市東區光鎮里18鄰南大路537巷30-32號","24.7912084","120.9658599","81","第三分局"
"一般住宅","公寓","FOA00380","光鎮里","新竹市東區光鎮里3鄰南大路573號","24.7892453","120.9664665","26","第三分局"
"公有建築物","育賢國中","FOA00381","光鎮里","新竹市東區光鎮里南大路569號","24.7901418","120.9656076","102","第三分局"
"公有建築物","育賢國中","FOA00382","光鎮里","新竹市東區光鎮里南大路569號","24.7901418","120.9656076","56","第三分局"
"一般住宅","公寓","FOA00383","光鎮里","新竹市東區光鎮里12鄰南大路778號","24.78946","120.965568","14","第三分局"
"一般住宅","公寓","FOA00384","光鎮里","新竹市東區光鎮里12鄰南大路810-816號","24.788918","120.966299","43","第三分局"
"一般住宅","公寓","FOA00385","光鎮里","新竹市東區光鎮里12鄰南大路798-806號","24.7892445","120.9661304","67","第三分局"
"一般住宅","公寓","FOA00386","光鎮里","新竹市東區光鎮里6鄰南大路878巷29號","24.7874135","120.9643818","23","第三分局"
"一般住宅","公寓","FOA00387","光鎮里","新竹市東區光鎮里6鄰南大路878巷33號","24.7874135","120.9643818","21","第三分局"
"一般住宅","公寓","FOA00388","光鎮里","新竹市東區光鎮里南大路714-720號","24.791466","120.9640529","302","第三分局"
"一般住宅","公寓","FOA00389","光鎮里","新竹市東區光鎮里6鄰南大路878巷31號","24.7874135","120.9643818","23","第三分局"
"一般住宅","公寓","FOA00390","光鎮里","新竹市東區光鎮里6鄰南大路878巷35號","24.7877237","120.9642795","21","第三分局"
"一般住宅","公寓","FOA00391","光鎮里","新竹市東區光鎮里6鄰南大路878巷25號","24.7874586","120.9644119","43","第三分局"
"一般住宅","公寓","FOA00392","光鎮里","新竹市東區光鎮里6鄰南大路878巷27號","24.7874135","120.9643818","47","第三分局"
"一般住宅","公寓","FOA00393","光鎮里","新竹市東區光鎮里6鄰南大路878巷23號","24.7874457","120.9644699","42","第三分局"
"一般住宅","公寓","FOA00394","新光里","新竹市東區新光里19鄰明湖路198巷3-5號","24.7917875","120.9681761","56","第三分局"
"一般住宅","公寓","FOA00397","湖濱里","新竹市東區湖濱里14鄰明湖路441巷6號","24.7811782","120.9668071","175","第三分局"
"一般住宅","民宅","FOA00398","新光里","新竹市東區新光里12鄰明湖路175巷7-13號","24.7926472","120.9691373","150","第三分局"
"一般住宅","民宅","FOA00399","新光里","新竹市東區新光里8鄰明湖路315-329號","24.787431","120.9679168","150","第三分局"
"一般住宅","湖濱特區大樓","FOA00400","湖濱里","新竹市東區湖濱里9鄰明湖路393巷25弄21號B1","24.7790978","120.9706921","1393","第三分局"
"一般住宅","公寓","FOA00401","湖濱里","新竹市東區湖濱里10鄰明湖路476號","24.7819778","120.9668107","151","第三分局"
"一般住宅","公寓","FOA00402","柴橋里","新竹市東區柴橋里8鄰明湖路648巷79號","24.7721735","120.9635698","702","第三分局"
"一般住宅","公寓","FOA00403","樹下里","新竹市香山區樹下里樹下街1巷7號B1","24.7961334","120.9323491","66","第三分局"
"一般住宅","公寓","FOA00405","樹下里","新竹市香山區樹下里牛埔南路448號B1","24.7916908","120.9311637","56","第三分局"
"一般住宅","晟興科技股份有限公司","FOA00406","樹下里","新竹市香山區樹下里牛埔南路348號","24.7953911","120.932787","51","第三分局"
"一般住宅","公寓","FOA00407","樹下里","新竹市香山區樹下里牛埔南路518號B1","24.7901391","120.930308","106","第三分局"
"一般住宅","公寓","FOA00408","樹下里","新竹市香山區樹下里牛埔南路496巷26號B1","24.7913787","120.9300141","143","第三分局"
"一般住宅","公寓","FOA00409","樹下里","新竹市香山區樹下里牛埔南路450號B1","24.791661","120.931058","98","第三分局"
"一般住宅","公寓","FOA00410","樹下里","新竹市香山區樹下里牛埔南路376巷9號B1","24.7934852","120.9318066","33","第三分局"
"一般住宅","公寓","FOA00411","樹下里","新竹市香山區樹下里牛埔南路376巷15號B1","24.7933168","120.931576","34","第三分局"
"一般住宅","公寓","FOA00413","樹下里","新竹市香山區樹下里樹下街1巷6號B1","24.7958039","120.9321248","28","第三分局"
"一般住宅","繼墿公司","FOA00414","樹下里","新竹市香山區樹下里牛埔南路496巷51號","24.7905992","120.9308525","35","第三分局"
"一般住宅","公寓","FOA00415","樹下里","新竹市香山區樹下里中華路4段606巷23號B1","24.7892373","120.9296085","92","第三分局"
"一般住宅","公寓","FOA00416","樹下里","新竹市香山區樹下里牛埔南路366號B1","24.7946462","120.9323478","115","第三分局"
"一般住宅","鎰慶機械","FOA00417","樹下里","新竹市香山區樹下里牛埔南路458號B1","24.79154","120.93131","31","第三分局"
"一般住宅","公寓","FOA00418","樹下里","新竹市香山區樹下里牛埔南路528號B1","24.7896567","120.9301973","18","第三分局"
"一般住宅","春源鋼鐵","FOA00419","樹下里","新竹市香山區樹下里牛埔南路374巷5號B1","24.7938473","120.9324665","150","第三分局"
"一般住宅","公寓","FOA00420","樹下里","新竹市香山區樹下里樹下街9號B1","24.7958892","120.9331691","30","第三分局"
"一般住宅","公寓","FOA00422","埔前里","新竹市香山區埔前里牛埔北路38巷28號","24.7988821","120.9423906","195","第三分局"
"一般住宅","公寓","FOA00423","埔前里","新竹市香山區埔前里牛埔北路37巷19號","24.7978165","120.9412494","222","第三分局"
"供公眾使用建築物","喬治叔叔幼兒園","FOA00424","埔前里","新竹市香山區埔前里牛埔北路66號B1","24.7986618","120.9415713","31","第三分局"
"一般住宅","冠蓋京豪","FOA00425","牛埔里","新竹市香山區牛埔里15鄰牛埔東路247號B2","24.7960257","120.9440171","2401","第三分局"
"公有建築物","香山國小","FOA00426","牛埔里","新竹市香山區牛埔里牛埔路387號","24.7974574","120.9430906","613","第三分局"
"一般住宅","公寓","FOA00427","牛埔里","新竹市香山區牛埔里牛埔東路307號","24.7954727","120.9423504","171","第三分局"
"一般住宅","公寓","FOA00428","牛埔里","新竹市香山區牛埔里牛埔東路270號","24.795973","120.9430768","273","第三分局"
"供公眾使用建築物","長源汽車新竹營業所","FOA00429","牛埔里","新竹市香山區牛埔里中華路4段561號","24.789742","120.934183","137","第三分局"
"一般住宅","中華名廈社區","FOA00430","牛埔里","新竹市香山區牛埔里中華路4段314號","24.7935796","120.9445687","354","第三分局"
"供公眾使用建築物","福特汽車大樓","FOA00431","牛埔里","新竹市香山區牛埔里中華路4段569號","24.7900685","120.9338321","51","第三分局"
"一般住宅","公寓","FOA00432","牛埔里","新竹市香山區牛埔里中華路4段617號","24.7894768","120.9319451","103","第三分局"
"供公眾使用建築物","宇晶應用材料","FOA00433","牛埔里","新竹市香山區牛埔里中華路4段511號","24.790525","120.936789","18","第三分局"
"供公眾使用建築物","台灣玻璃","FOA00434","埔前里","新竹市香山區埔前里7鄰中華路4段470號B1","24.7911338","120.9373215","1497","第三分局"
"一般住宅","公寓","FOA00435","牛埔里","新竹市香山區牛埔里中華路4段553號","24.790312","120.935262","62","第三分局"
"一般住宅","公寓","FOA00436","牛埔里","新竹市香山區牛埔里牛埔東路320-326號","24.7955212","120.9419064","67","第三分局"
"一般住宅","宏邑邑居社區大樓","FOA00437","牛埔里","新竹市香山區牛埔里牛埔路413巷11-3號","24.7964568","120.94201","183","第三分局"
"一般住宅","公寓","FOA00438","牛埔里","新竹市香山區牛埔里牛埔路413巷26號B1","24.7956912","120.9419632","65","第三分局"
"一般住宅","公寓","FOA00439","牛埔里","新竹市香山區牛埔里牛埔東路286號","24.7958499","120.9427968","136","第三分局"
"一般住宅","公寓","FOA00440","牛埔里","新竹市香山區牛埔里牛埔東路328號","24.7954472","120.9417242","20","第三分局"
